customer_id,age,income,engagement_score,loyalty_years,region,gender,channel_preference,membership_tier
152,50,20000,77.51922670573539,0.9,South,F,Mobile,Bronze
153,34,26384,52.608308717759755,2.8,East,M,Mobile,Silver
154,48,20000,97.62536850464214,3.4,South,F,Online,Bronze
155,49,82537,13.429471261502684,1.1,North,M,Store,Silver
156,34,60168,2.6778188240685186,5.7,South,F,Online,Platinum
157,72,25743,77.2456629639525,8.8,North,F,Mobile,Platinum
158,52,111995,80.90839819912337,6.5,East,F,Online,Silver
159,27,59330,12.900515682937048,4.0,North,M,Mobile,Silver
160,54,30871,27.292700462902,1.0,South,M,Mobile,Platinum
161,30,20000,2.737683973296262,1.0,West,M,Online,Silver
162,56,114173,30.037552467275905,9.9,East,M,Online,Bronze
163,62,20000,77.54104551794848,0.0,South,F,Store,Silver
164,32,20000,52.278092243545316,3.8,East,F,Mobile,Bronze
165,59,60553,35.46146372366052,3.7,East,M,Store,Silver
166,51,122992,37.802190195726695,2.9,South,F,Online,Silver
167,57,72557,1.1340089458313471,13.8,South,F,Mobile,Silver
168,73,48144,30.680252228958352,1.1,West,M,Store,Bronze
169,41,48892,64.99941542215512,1.2,East,F,Store,Bronze
170,33,55642,97.44524993781936,0.2,East,F,Store,Silver
171,31,53075,84.85902187140606,1.8,South,M,Online,Gold
172,32,41797,3.3359014999073837,0.9,North,F,Online,Silver
173,43,38257,89.9574998628091,1.3,South,F,Online,Bronze
174,50,35196,78.53664291656396,5.4,East,F,Mobile,Platinum
175,49,24909,78.25723623352707,8.2,South,M,Online,Platinum
176,57,31560,46.341580141353575,0.6,West,M,Mobile,Bronze
177,45,20000,40.40252400249578,1.4,North,F,Store,Bronze
178,66,34573,30.98865715448607,7.9,South,F,Store,Gold
179,41,22152,7.503791036482212,0.2,West,F,Online,Gold
180,85,20914,23.59530098587621,0.3,East,M,Store,Platinum
181,54,39733,25.41375986282444,0.5,South,M,Online,Gold
182,32,72838,48.92362990130996,2.7,East,M,Mobile,Silver
183,28,57478,74.99699625307271,0.5,West,F,Store,Silver
184,52,20000,47.907173011396715,10.3,East,F,Online,Bronze
185,41,22140,6.7266004952689,1.8,West,F,Store,Bronze
186,55,58127,95.82119029783219,2.1,West,F,Store,Silver
187,52,22220,94.32970759031711,0.8,West,F,Online,Silver
188,43,32457,78.73376477169244,1.9,South,M,Store,Silver
189,32,47811,99.14146225485784,3.3,East,F,Store,Gold
190,22,22377,54.90375094722603,4.2,East,F,Store,Bronze
191,38,38280,96.3140666750674,4.2,North,F,Store,Silver
192,57,20000,8.484899021058327,2.6,North,M,Mobile,Bronze
193,48,26884,37.20239407787576,7.0,North,F,Store,Silver
194,26,42611,23.31274553266982,5.1,North,M,Store,Gold
195,47,20000,20.387475329292734,4.2,East,M,Online,Silver
196,50,45262,14.939491940374932,0.2,West,M,Mobile,Platinum
197,31,35960,62.61895051503367,0.0,West,M,Online,Bronze
198,47,47870,78.3508637189832,0.7,South,M,Online,Silver
199,45,40617,58.251541542615705,3.3,West,F,Online,Bronze
200,27,71830,15.549308249232757,1.6,East,F,Mobile,Silver
201,50,38661,81.30125322341362,1.5,East,M,Online,Gold
202,53,29298,63.95951600920912,6.5,East,M,Online,Silver
203,61,38605,39.42840490657256,6.8,South,M,Online,Gold
204,60,47650,67.73889925807023,7.2,North,F,Store,Bronze
205,24,37213,26.730592945040453,1.1,West,F,Online,Gold
206,30,37060,35.17402864092684,3.5,East,M,Mobile,Bronze
207,52,25565,91.83109847006703,1.0,East,F,Mobile,Gold
208,52,26070,29.759946061470618,0.6,North,F,Store,Bronze
209,52,20000,47.52883854763572,0.6,East,M,Mobile,Bronze
210,85,87097,89.12397260220546,1.3,West,M,Mobile,Silver
211,53,20000,71.06441367648522,1.7,South,F,Store,Platinum
212,62,25682,7.158119390305572,5.3,East,F,Online,Bronze
213,59,25356,15.583001383618063,0.4,West,F,Store,Bronze
214,54,56809,1.776317486419765,4.0,East,M,Online,Gold
215,40,31336,63.461257232687174,2.3,North,M,Online,Bronze
216,56,67769,45.31966911563141,1.0,East,M,Mobile,Bronze
217,33,25932,14.293210239325278,2.0,East,F,Store,Silver
218,41,41751,95.83547798462027,1.1,South,F,Mobile,Bronze
219,37,23916,53.43631267061637,2.7,North,M,Mobile,Platinum
220,46,106146,24.94743611717603,1.7,North,F,Online,Gold
221,79,20054,50.559753544316045,0.5,South,M,Mobile,Silver
222,18,42400,68.28241294077567,0.4,East,F,Store,Platinum
223,55,49855,8.547682579382883,2.4,West,M,Mobile,Silver
224,20,44662,28.195677689741306,7.0,North,F,Mobile,Bronze
225,37,33102,80.88958359751537,1.3,North,F,Online,Bronze
226,61,34033,46.50682216986346,4.0,East,M,Store,Silver
227,45,37119,55.1111370611972,3.2,East,M,Mobile,Bronze
228,28,33742,43.84878421873746,8.0,North,M,Online,Platinum
229,34,58802,5.346094321657507,5.2,East,M,Mobile,Gold
230,55,109673,17.409228202195436,2.5,West,M,Store,Bronze
231,34,27481,45.1086222354472,3.2,North,F,Mobile,Silver
232,48,20000,21.709361075384855,6.9,West,M,Mobile,Gold
233,45,34747,5.947923837308195,1.5,West,M,Online,Platinum
234,35,131907,84.52131674113055,1.2,East,M,Mobile,Gold
235,77,24298,98.13806038724746,0.0,West,M,Online,Silver
236,54,82417,79.5211445256772,5.3,East,M,Store,Gold
237,18,84023,85.52470724876204,4.8,South,F,Mobile,Silver
238,47,27534,24.95573590138749,0.3,East,M,Store,Silver
239,35,48266,96.10207057580678,2.6,West,M,Store,Bronze
240,57,81977,20.49564474088941,1.9,South,M,Mobile,Bronze
241,33,30044,95.1915512258214,0.4,East,F,Online,Silver
242,43,32800,99.48711010262915,11.8,West,F,Store,Bronze
243,52,27150,71.46055776885882,0.7,North,M,Store,Bronze
244,57,21864,98.13322944739036,0.2,North,M,Mobile,Gold
245,26,26248,57.38443817714326,2.7,East,F,Mobile,Bronze
246,39,20000,26.69463653443294,4.0,East,F,Mobile,Silver
247,37,36939,44.26259268089647,0.1,North,F,Mobile,Silver
248,35,24711,59.76253260249981,3.2,West,M,Mobile,Platinum
249,71,40818,8.235074640674483,2.3,West,M,Mobile,Silver
250,51,20000,62.611983197107364,0.3,West,F,Online,Bronze
251,26,42849,98.13660583946717,0.6,East,M,Store,Silver
252,58,55092,19.820657328589036,2.5,South,F,Online,Gold
253,76,20000,79.46691651254994,1.1,South,F,Online,Platinum
254,60,43784,90.88198058418232,8.4,South,F,Mobile,Silver
255,22,67092,94.42645768920185,5.1,South,M,Store,Bronze
256,37,20000,96.05342483613927,12.3,South,F,Online,Platinum
257,64,83808,52.624504233425725,0.9,East,F,Mobile,Bronze
258,34,44779,97.75348289115887,10.5,East,M,Mobile,Silver
259,51,25527,75.97371050630944,1.7,South,F,Store,Silver
260,56,35316,17.005472187459226,1.3,East,M,Online,Bronze
261,31,48009,48.213110540329026,0.2,East,F,Online,Bronze
262,44,37722,72.1147863618284,0.2,South,M,Online,Bronze
263,18,47542,25.48669126608925,3.5,West,F,Mobile,Silver
264,29,22917,64.42090317133984,1.8,East,F,Store,Platinum
265,41,39524,66.9934474256153,0.8,West,F,Store,Bronze
266,26,20000,17.10727463704802,2.9,East,F,Online,Gold
267,69,34351,56.943445932822875,0.9,East,F,Mobile,Bronze
268,23,23110,77.39106418688216,2.6,South,M,Online,Silver
269,38,25140,50.39067078905825,1.3,East,M,Store,Bronze
270,46,67376,2.198208560834635,5.2,North,F,Mobile,Platinum
271,66,62671,1.8948084388499256,5.2,North,F,Online,Gold
272,23,49245,36.3459050530312,1.9,South,F,Online,Silver
273,62,21032,92.69321277474641,1.3,West,M,Mobile,Gold
274,45,31001,23.63900118075727,1.4,West,M,Store,Silver
275,30,66605,63.802005198297024,4.9,West,F,Mobile,Platinum
276,51,38982,22.985511198638736,1.2,North,M,Online,Gold
277,47,115805,32.84532897629531,0.7,West,F,Online,Platinum
278,35,44207,84.95616687054691,0.3,West,F,Online,Silver
279,46,39975,73.15728278472474,1.9,South,F,Online,Bronze
280,39,31114,10.444528454007852,2.0,West,M,Store,Silver
281,46,38823,43.441500077656926,5.5,North,F,Store,Bronze
282,54,33649,3.8878066008811825,0.8,North,F,Online,Silver
283,68,51743,48.60812451369789,1.4,North,F,Store,Silver
284,26,58591,66.58096715840574,5.0,South,M,Store,Silver
285,76,24514,12.731759736217004,5.2,South,M,Store,Bronze
286,18,20000,29.5996089520074,1.5,East,M,Online,Bronze
287,42,20000,40.38582592471354,1.8,West,F,Mobile,Silver
288,53,46816,92.03357144094892,1.1,South,M,Mobile,Platinum
289,49,20916,99.33224652687343,8.1,North,F,Mobile,Bronze
290,35,20000,5.446218600565969,0.4,North,M,Online,Silver
291,41,44103,76.3397844260438,8.1,South,F,Store,Gold
292,37,126310,37.80068257383198,3.5,South,M,Store,Silver
293,36,36205,39.853360436718525,2.3,South,F,Online,Bronze
294,57,55229,75.67223236135524,0.1,East,M,Online,Silver
295,50,37832,91.92421678239546,1.9,North,M,Mobile,Bronze
296,34,34563,95.14193085575229,1.6,East,M,Mobile,Platinum
297,58,57499,58.135136017793755,0.5,East,F,Online,Bronze
298,49,31409,36.35499477074978,3.2,West,M,Mobile,Bronze
299,57,41510,78.96735950001914,10.6,North,M,Store,Bronze
300,54,42652,25.849136942967725,2.5,North,M,Online,Bronze
301,32,26002,56.843328854518255,3.8,South,M,Online,Gold
302,36,59636,36.49926769096244,0.2,South,F,Store,Bronze
303,56,33273,66.00647629707973,1.6,West,M,Store,Bronze
304,54,24887,24.799492376457184,0.4,East,F,Store,Silver
305,44,47489,19.96770162774775,2.8,South,F,Mobile,Bronze
306,46,23173,91.90566958086828,8.4,South,F,Online,Bronze
307,64,36830,11.078564612004152,3.3,North,F,Mobile,Gold
308,36,36150,51.08983286575823,0.2,North,M,Store,Gold
309,53,62501,22.864425513337885,1.3,South,F,Mobile,Platinum
310,41,46043,4.854066369241077,2.4,North,F,Store,Gold
311,41,35863,4.565863010851213,1.5,West,F,Mobile,Silver
312,61,54659,18.346955438476908,5.4,South,F,Mobile,Bronze
313,57,72773,86.81026509609403,5.1,North,M,Store,Gold
314,57,47997,28.96539565372564,2.8,West,M,Mobile,Gold
315,64,36503,95.09545788695428,1.4,North,F,Online,Gold
316,45,20000,58.58060700593016,0.9,North,F,Mobile,Silver
317,55,21320,44.22480478710784,0.3,North,F,Mobile,Bronze
318,40,31175,58.428794632276,1.3,South,M,Online,Gold
319,49,26775,52.153140137400506,1.6,East,M,Store,Gold
320,43,33074,76.11884912197519,3.4,North,M,Online,Platinum
321,46,37358,28.967110531312375,3.2,West,M,Mobile,Bronze
322,53,47327,35.951988768429935,0.2,South,M,Store,Bronze
323,32,35057,89.51533595079182,1.5,South,F,Mobile,Bronze
324,76,46316,94.69919480189014,0.6,West,M,Mobile,Gold
325,29,37505,89.36326452116097,0.5,North,M,Online,Bronze
326,26,20000,42.525351401774046,5.3,East,F,Online,Bronze
327,62,22704,78.25618479768129,0.1,North,M,Store,Platinum
328,56,33791,48.157237596808784,1.6,West,M,Store,Bronze
329,54,20000,50.25644536246412,0.6,South,M,Store,Gold
330,54,49019,21.263330796671113,6.3,East,F,Mobile,Bronze
331,44,78071,59.52190002259313,2.4,South,M,Online,Gold
332,31,66794,19.427453877581446,0.8,West,F,Online,Silver
333,46,32639,33.824905207652186,2.1,North,F,Online,Platinum
334,34,76524,85.64798996037358,3.9,East,M,Store,Platinum
335,59,39117,21.500505111874666,9.5,South,M,Online,Bronze
336,42,30682,8.044670232169848,0.7,South,M,Online,Bronze
337,32,26723,7.831751668668814,6.5,South,M,Online,Bronze
338,40,31218,94.13766752980769,8.2,North,F,Store,Silver
339,51,29908,51.185123358221624,7.4,East,M,Online,Gold
340,36,39545,41.53179510988481,3.0,North,F,Store,Silver
341,32,39351,81.27697951978392,3.0,North,F,Online,Silver
342,48,36370,83.74676686314109,1.5,North,F,Online,Bronze
343,48,45182,33.88691227844485,4.2,West,F,Online,Gold
344,37,65862,69.66818768990572,2.3,West,F,Store,Platinum
345,37,58382,77.34115876933677,3.4,West,M,Store,Bronze
346,48,20000,65.8104179997295,1.7,East,F,Online,Silver
347,23,20000,16.007912405209836,3.9,North,F,Mobile,Bronze
348,23,57939,87.71242526818864,5.2,North,M,Store,Silver
349,34,20000,54.37036072086486,0.5,West,M,Store,Silver
350,41,32455,28.964770210630366,5.4,North,F,Online,Bronze
351,49,20230,43.0975903583317,2.3,North,F,Mobile,Silver
352,67,20000,4.719537949491831,5.6,South,M,Online,Bronze
353,57,47606,13.658813321019338,1.7,North,F,Store,Silver
354,42,53081,76.78912830107022,1.4,South,M,Store,Silver
355,44,27221,1.0011518407812479,7.4,North,M,Online,Bronze
356,29,20000,42.24001701974692,0.9,East,F,Online,Gold
357,44,27636,52.72850792747325,5.6,West,M,Mobile,Gold
358,40,44174,6.408807580096257,2.0,South,F,Mobile,Bronze
359,49,20000,97.33473813426095,2.2,West,F,Store,Bronze
360,32,39802,23.38640779371752,1.1,South,F,Mobile,Gold
361,52,36038,31.115673243991807,2.6,South,M,Mobile,Platinum
362,67,48515,31.090308713247705,1.2,South,F,Store,Bronze
363,43,38553,23.81124954961764,0.1,East,M,Store,Bronze
364,51,22325,1.1459083865448303,1.0,North,F,Store,Bronze
365,55,66057,73.20513461471164,0.0,South,F,Store,Silver
366,38,33548,96.71770448012926,11.5,East,M,Online,Bronze
367,48,35823,23.20505484521946,10.1,South,F,Store,Bronze
368,45,22773,66.64167198853882,1.5,North,F,Store,Silver
369,46,29096,74.4477363689128,3.9,South,M,Store,Silver
370,33,23332,84.99411252996195,1.3,East,M,Mobile,Bronze
371,45,33307,42.8402905043473,3.3,North,M,Store,Silver
372,52,85464,30.990159658402494,4.9,East,F,Online,Silver
373,66,20000,33.20421826828008,8.8,North,M,Online,Bronze
374,59,20000,71.54951197675277,1.5,North,M,Store,Bronze
375,77,75779,81.86116718405796,4.6,West,F,Online,Gold
376,33,32706,18.979782807903664,0.9,West,M,Mobile,Bronze
377,58,25989,37.72315980761876,13.9,West,F,Store,Gold
378,47,61080,90.29207947816586,0.1,North,F,Online,Platinum
379,77,26827,80.86265844977919,2.8,South,M,Online,Bronze
380,32,90490,98.5009818734851,3.2,East,F,Store,Bronze
381,32,50968,75.670577708526,3.5,East,M,Online,Silver
382,36,28454,39.9263249017643,0.4,East,M,Store,Gold
383,18,106793,59.47314556546914,8.4,West,M,Online,Platinum
384,37,26826,66.44041117048471,0.6,North,M,Mobile,Gold
385,33,52630,8.767125815395271,2.9,West,F,Online,Bronze
386,47,42177,54.90519895128264,0.8,South,F,Online,Silver
387,50,69624,71.22276201878834,1.1,North,M,Store,Silver
388,73,79281,17.564809096104977,2.4,East,M,Online,Silver
389,59,36901,78.28254002513016,1.6,West,F,Store,Bronze
390,36,24916,58.79350527089705,0.5,West,M,Mobile,Bronze
391,31,45706,95.26995678406188,0.6,South,F,Store,Gold
392,52,25877,5.199807522482278,1.6,South,M,Store,Silver
393,25,99378,27.26728761799123,4.2,West,F,Online,Bronze
394,72,38881,60.55383405068258,6.8,South,F,Mobile,Bronze
395,62,30252,30.35943130838714,0.3,East,F,Store,Gold
396,37,39828,71.72799224305298,1.5,South,M,Online,Gold
397,19,20000,76.14152296967117,0.3,South,M,Online,Bronze
398,65,22341,11.14908044258097,0.1,West,M,Store,Bronze
399,43,66184,51.871591956470006,3.3,West,M,Online,Bronze
400,63,26148,51.380165003514534,2.8,North,M,Store,Platinum
401,21,21515,37.55879625133856,0.5,North,F,Store,Silver
402,36,47492,93.35956139439755,0.8,West,F,Store,Silver
403,45,65699,82.9231256674489,0.1,South,F,Mobile,Silver
404,45,52024,70.02372880905403,5.4,South,F,Store,Bronze
405,38,59755,71.71833693776476,11.0,North,F,Online,Gold
406,54,24874,46.70989823749879,0.4,North,F,Mobile,Silver
407,28,20000,92.17845758856102,0.8,North,F,Online,Bronze
408,42,76931,69.76494729807526,6.1,East,M,Mobile,Bronze
409,46,30904,73.16912510392582,7.8,East,F,Mobile,Silver
410,52,32034,86.30739947494718,1.6,North,M,Mobile,Platinum
411,55,70551,28.13308734487691,0.2,South,F,Mobile,Bronze
412,28,47959,80.9000194828036,0.1,North,F,Online,Gold
413,21,45612,20.32881969269271,2.6,East,M,Store,Gold
414,64,107205,35.1888532722439,1.5,South,F,Online,Bronze
415,49,26324,34.225434972714424,0.1,East,M,Store,Bronze
416,33,57752,97.87402137052491,2.6,South,F,Online,Bronze
417,68,37365,85.79718515104476,0.0,East,M,Mobile,Gold
418,46,41535,70.41581629743571,4.6,South,F,Mobile,Bronze
419,62,77982,72.97861939992362,1.1,South,M,Store,Bronze
420,46,46813,56.645206645854536,0.1,South,M,Store,Silver
421,75,47531,94.76197604374339,2.7,South,F,Online,Gold
422,71,62084,50.12961653535379,1.5,West,F,Store,Bronze
423,41,30258,38.67125327711956,10.9,East,M,Online,Silver
424,59,23870,17.14049835622751,2.4,East,F,Store,Silver
425,54,21538,78.83435957384474,1.0,West,M,Store,Silver
426,65,20000,73.70994927548355,3.7,South,F,Store,Gold
427,30,101529,39.051148813889355,1.0,South,M,Mobile,Bronze
428,55,20918,3.4941479819637067,7.0,East,F,Mobile,Gold
429,60,32512,84.06073544408306,1.4,West,M,Online,Silver
430,18,31621,2.1303803619532897,2.4,South,F,Store,Silver
431,27,42349,70.66627818327605,0.2,South,M,Online,Silver
432,18,54604,97.05545386287965,1.7,South,M,Store,Silver
433,40,55839,44.32847148667214,5.4,North,F,Mobile,Bronze
434,55,27131,24.262367094599323,4.9,West,F,Mobile,Silver
435,67,33404,70.7822299942948,0.8,South,M,Store,Silver
436,46,41826,81.89568605954292,0.8,North,M,Store,Silver
437,69,32069,55.09660129170688,5.1,West,M,Mobile,Bronze
438,24,81119,96.73649225035847,8.0,South,M,Mobile,Platinum
439,19,46420,6.1152034441381495,0.3,East,F,Online,Silver
440,44,52440,50.97476423214829,1.8,North,M,Mobile,Bronze
441,50,50586,72.12694078493246,1.2,North,M,Store,Silver
442,44,65299,86.40140664376872,6.1,South,M,Online,Gold
443,18,39755,18.746305578871215,0.3,South,F,Store,Gold
444,43,20000,80.20034469460445,0.7,North,M,Online,Silver
445,25,44348,55.71800049613598,4.2,East,F,Store,Gold
446,55,26221,40.25881451700636,0.2,East,F,Mobile,Bronze
447,50,27880,14.039787829330262,2.0,West,F,Store,Silver
